date,pred_price,pred_vol
2026-06-02,1119.7252894566557,1859.1329170380275
2026-06-03,1086.5513800196002,1872.6820813249412
2026-06-04,1063.221830680779,1881.9392144085725
2026-06-05,1072.962446830115,1880.5614881582244
2026-06-06,1070.2442188560651,1876.711984122794
2026-06-07,1056.7995758285706,1882.9294951765416
2026-06-08,1045.749316303055,1906.7069837771276
