date,pred_price,pred_vol,yyyp_sell_price,yyyp_sell_num,abs_error,pct_error
2026-06-02,1119.7252894566557,1859.1329170380277,1330.5833333333333,1434,210.85804387667758,15.847037806214251
2026-06-03,1086.5513800196002,1872.6820813249408,1538.76,1349,452.2086199803998,29.387859054050402
2026-06-04,1063.221830680779,1881.9392144085723,1564.6271428571429,1423,501.40531217636385,32.046313044297214
2026-06-05,1072.962446830115,1880.5614881582244,1780.3,1251,707.337553169885,39.731368486743115
2026-06-06,1070.2442188560651,1876.711984122794,1912.9166666666667,1340,842.6724478106016,44.05170713884527
2026-06-07,1056.7995758285706,1882.9294951765416,1884.7777777777776,1395,827.978201949207,43.929751916164065
